reviews,rating
Can't find a better tablet for the price! Not HD but good enough. Expandable memory is very nice!,5
I liked this product. A real good value. Was very happy with the customer sales person that helped me find what i was looking for and demonstrated how it worked and the benefits of one brand verses the other that i was considering.,4
I am a major reader and love that I can now carry hundreds of books with me so I can read whenever I want.,5
I love so far. processes at decent speed I've been able to do what I need without problems. I only wish all the apps on screen didn't have to be visible. Can't enjoiy a screen saver if its covered with icons,4
"I've bought over 10 replacement charging wires, the ones with the micro mail end that inserts into the Fire to charge it. After one or two uses, the wires become loose and fall out. They definitely won't stay put to charge. Does anyone else have this problem? What's the solution? If not for this, I would recommend it.",1
Very satisfied with the small tablet. Larger than my phone so I can see things better when I play games and look up thing on the internet.,5
This is a great tablet. I bought it for my daughter and it's very easy for her to use.,5
This is my second kindle. I think I overloaded the old one. My only complaint is my old cases don't work on it. Guess I'll just have to buy new!,4
"I was traveling and wanted a tablet to fit in my purse. This is perfect for me. I can look at my emails, facebook, do my banking and read the local papers, also kept up on all events in the area I traveled. I love it and so happy I purchased it!!",5
I looked all over for a tablet and Best Buy had only two left so I knew it was meant to be.,4
I bought a bunch of these for Black Friday. Well worth the money. Each person I gave them to for Christmas was so happy.,5
"Bought to replace our broken kindle reader. Good battery life and size, much heavier than our old paper white. Easy to organize and find your documents, and books with. Wireless works smooth so far.",3
"A good value for the price, easy to use, like the size and weight of the product.",4
My son loves his kindle. Great product for the money.,4
Set it up for my husband and he loves it. Was a great value for product.,5
"Works great for my 5 year old, bought a child case and is just the right size for him to play games and watch movies.",4
"Thr fire is a great gadget for almost any occasion or circumstance, gathering info. or just relaxing.",5
Great tablet for the price to buy for your kids versus buying the more expensive ipad,5
This tablet is better than any other tablet of the same cost range. My son saved up to buy his own tablet and had similar priced tablets break or have software issues. This tablet has a nice quality screen and it is nice to be able to not be forced to do everything through Amazon despite it being an Amazon tablet. The option of a Best Buy replacement plan is handy when getting the tablet for kids.,5
"Bought for my wife, and she love's it. It's fast and very convenient!",5
Sad that I had to replace my original Kindle due to inability to recharge the unit. Now with this model the charge plug is a pain to use. Kindle please work on your designs.,3
Love my new Amazon Fire Tablet! Love to read and this was perfect for me!,5
"Love the size, and sharp clear pictures and sounds",5
Bought product for my 9yr old son. He loves watching videos and playing games on it.,5
"I bought one and then another one . I have been trying a lot of cheap tablets just to see how they compete with high end tablets . This one so far it's the best of the best . Quality and price wise. I mean 50 dollar ? Really ? I feel like I'm getting paid to take it home . Amazing product you won't be disappointed . Screen is not that good but then again , 50 dollars ? Buy it !!!! Give it a spin you won't be disappointed its very fast for such a small tablet .",5
This tablet is a good buy for the price. Allows quick and easy access to the internet. Great product for a 1st time user.,4
"If it wasn't for my receiving an e-mail advertisement from Best Buy's weekly deals, I would not have seen Kindle Fire on sale. I have been most pleased and satisfied with the product and the free shipping offer from Best Buy.",5
"Slightly slow. However, really good for the price. Also... these Amazon tablets don't use the normal google app store... they use the Amazon app store, which is not as extensive as the Google App store. This can be a significant drawback.",3
"My kids break stuff, not on purpose, but they break electronics. Rather than spend hundreds on other tablets(that might get broken), this kindle at this price was a no brainer. No bugs, simple menus, easy to use for kids 6+.",5
"I like how easy it is to do what i need on this tablet, like downloading apps,playing games, streaming on netflix and taking pictures.",4
The Fire is a great tablet for beginners. It is easy to use and it works perfect for me.,4
Gets the job done. Lots of free apps available. I would buy a second one.,4
It is slick and a little hard to hold; otherwise it's great.,4
"I had a 1st gen Fire and enjoyed it but this one is a lot more fun. Love the dual cameras, the more user friendly interface and the ability to add apps from google play, so my apps are in sync with the apps on my phone. Would definitely recommend to anyone looking for a versatile tablet.",4
"OVERALL, HAVE LOVED ITEM, EASY TO CARRY AROUND AND USE.",5
"Other members in my family had a Kindle Fire, and I saw how great it worked so I got one. I love it.",5
"Once connected to my wi-fi, it would not connect to daughters wi-fi when I visited her. The loading time for programs is really slow. Oh well, what did I expect for only $49??",2
"Been reading reviews for months. I decided to take a chance when I saw this on sale for $10 off and I am glad I did. I love to read and reading is easy and relaxing, I dont have to worry about losing my place and Amazon always offers up the next book in the series so I can continue reading with very little interruption. I know that some have complained about missing pixels on the screen, mine was just fine, maybe they have conquered the pixel problem. Highly recommended.",5
I love my kindle I take it everywhere with me. It's lightweight fits in my purse just great deal!,5
I got this because I love to read. Lots of books on it. I really love the battery life on it. I can go a week with one charge on it. No complaints except now I got to find time to read all the books on it,5
It is a great tablet. Both of my kids have one. Would buy another one.,5
Worked well just was misinformed of the ability to download Google Play... Was told it was easy to.,4
I gave this to me niece as a christmas gift and it she was very happy with it.,4
Enjoying my gift Amazon and taking it everywhere I go.,5
I bought this tablet for my 8 year old son and he loves it. You can't beat $50 for this tablet. Not the most powerful or the best screen but compared to anything in this price range it's great.,5
"I bring it with me every where. I read my books on it, surf the web, and play my favorite games on it.",4
I bought this tablet for my son to watch movies and play games on and it has proven to be a great tablet so far. Would definitely recommend this tablet to any other buyer. It is tough and sturdy.,4
I own many tablets but for 40 bucks this was a no brainer. Great buy.,5
"Traveled for work to an island for 6 weeks. Was great for plane rides there and back, as well as on the island with me always being on the move",5
This thing does everything and only 49 bucks I use it everyday,5
I love my Kindle Fire 7. It's the perfect size cause it fits in my purse for easy travel. I take it with me just about everywhere I go. It's easy to read and use.,5
"I needed a tablet to play games, watch movies and so on while traveling. I didn't want to spend a lot of money. This tablet meets my expectations.",4
"This is what it has come to. You can now buy a quality tablet for $50. Amazing! Works well, just couple things. It uses amazon app store, not, Google play store. It runs an OS called Fire 5.0, which is based on android OS. So you may not find apps that are available the same as android. Of course, all of the big name apps are there. But if you want to hold a good quality piece of hardware in your hands for not a lot of money, this is a great choice. Amazon has a philosophy. They want to make money AFTER the sale. So that's why they get you in at a low price. Also, they have created a revenue stream by selling ads. When your screen times out, it will post a ""screen saver/wallpaper"" that is an advertisement. If you want, you can go to your amazon account, pay a one time $15 fee (per unit, not per account) to get rid of them,",4
I bought 2 tablets. One for my oldest daughter an then one for my husband. Haven't had any issues with either. About to buy another one for my youngest now,5
My grandsons are very entertained with the tablets.,4
Tv look good in my room so I kind see videos thats good for me! !,5
"I always liked reading books in physical form, but it just got to hard to carry around. Plus, my bookshelf was too full. This solves both problems!",4
"easy to use, practical, bigger than a phone smaller than an ipadeasy on the eyes. the only draw back is the touch screen needs to be easier. one must tap harder to open the apps. otherwise very satisfied with this item",4
"The price is right for a kid's tablet. If they break it, I won't be very mad. It's easy to set parental controls too.",5
"Had a first generation Nook, this was way more than I was expecting. Plus the Prime membership is worth it just for shipping !",5
Its just enough for my 3 yr old. Enough storage space. Easy to navigate through.,4
"It is an affordable tablet and thaks to Amazon, you are able to have a variety of music, games and films.",4
Easy to use and can put parental blocks on it so that the kids don't get into what they shouldn't.,5
We bought this tablet for a 8 year old boy. Works really well. We have had no problems with anything. It is used primarily for games.,5
This is the 2nd fire tablet ive purchased. The first was for my daughter ans she,4
"Worked fine for a month, then refused to take a charge. Returned to best buy, and advised that amazon like to handle their own warranty issues. Stuck with a store credit card. I suppose it will get used, but not impressed with the product at all",1
"I bought this for my 8yo daughter to replace a Trio tablet that didn't even last 2 months. It has been fine for my daughter for playing games, checking email etc. No complaints here.",5
"It works well w/ existing prime members for videos. The device can be enabled to utilize amazon free for parents to control contents on the device (games, videos, books, etc). but there is a monthly charge to the service.",4
Easy to set up parental controls and email notification are a great tool on the tablet,5
This movie could have been a little more action packed. Ok for what it was,3
Processor is pretty quick. Screen resolution is fantastic. So far they have been a great value.,4
I brought this tablet for my granddaughter she played her brothers and I want her to have one,5
Okay don't like the setup. I like Android way better. Cannot download you tube. It is for my six year old who has lost 3 3ds xls if he can keep this one from damage's for 6 months he gets an up grade.its very small,2
Who needs a laptop that takes up so much space? Go for this Amaon Fire that fits in your hands. It has capabilities for multiple accounts and time limits for children...or even your spouse. Worth the price and very convenient. No lap required.,5
This is a good tablet for my daughter. Does everything she needs it to do.,5
Finally a kindle for mom! Great value for the price!,5
"Screen, camera, and processor don't perform too well but for the price you pay, it's definitely a bargain.",3
My daughter enjoys that tablet a lot. Also the amazon free time app is great for kids.,5
Good tablet. Easy to use. Good for anyone who likes to read.,5
My daughter loves this. Having access to her favorite apps and games is great without all the adult content.,5
My daughter loves her kindle. She enjoys being able to watch youtube and Netflix. It's a perfect size for her.,5
"I was worried about what I'd be compromising with a 49 dollar tablet, but this kindle is extraordinary for the specs. Yes it has a mono speaker and it's not HD but it's a fast performing tablet and you can't really tell. I don't regret this purchase at all!",5
Got this for my wife and I think she was able to use it maybe a week before our kid stole it. He loves the thing.,5
#NAME?,5
Good starter tablet. Best used as a book reader. Not really for business use,3
Very satisfied with the size and performance and a great deal,4
PPI too low for reading.. kinda regret getting it.. should've gotten a used ipad instead.,3
"Table overall was ok but after 30 days it wouldn't work, and there was no warranty after 30 for Best Buy so I just waste 30 for nothing",1
"My 8 year old daughter loves it. Easy to use. She watches movies, plays games, and does homework on it.",4
"gift for mom,perfect for her enjoyment,good picture",4
Perfect Tablet for our Son we bought it for his 9th Birthday it works great and he couldn't be happier great Tablet.,5
I bought for my grand child. She loves it uses it a lot,4
Bought this tablet for my mom who has never owned one before. Honestly for only 50 bucks this thing is pretty good. It can have a bit of lag from time to time but otherwise very nice. My wife had a first gen kindle fire when they came out. It cool to see how much this Amazon has matured their OS.,4
Great for my daughter and my mom they love it!!!!!,5
"Pick up 2 for my girls who are preteens, and for the price it does everything plus more. I can monitor them without them knowing. Links straight to your amazon account, would highly recommend this.",5
"I had been holding out for an iPad mini, but when I took a look at this tablet, it became clear that the iPad was a waste of money. I am really happy with this tablet.",5
"I use a Kindle Paper White for all my reading. 2 hours plus a day. But I am always disappointed when it comes to looking at maps, pictures and diagrams. Although the battery life is much shorter than the reader and the screen is not glare free, the picture is great for these old eyes!",5
This tablet has been just what we were looking for to introduce our children to tablets. The price is excellent!,5
"Great tablet for my kids. Not as many features as an ipad, but also 1/4 of the price...",5
This was a gift for our daughter. We have downloaded movies and game to it for road trips. She loves it. Super fast. It works great. Picture is beautiful! Get it if you like good electronics on sale!,5
I didn't buy it for the tablet purpose I just bout for an eReader and it works fine,4
"Great for the price! Love that there are so many free apps, games, etc I can down load through amazon prime. There are some apps not available for down load like Instagram but not a big deal. Happy with purchase!",5
if you just want something basic cheap and cannot afford something better then it would be fine. But I needed it to do certain things that the other one was to small to handle.,1
"This is used in a work environment. Our tech support team chose this particular tablet for all of us. We use it for contacts, work trail record keeping, and customer support, and are very pleased with how much we can do with it. I say, excellent choice.",5
Amazon ' s iPad basically and better in my opinion.,5
We got this for my son to use as a reader and also do audio books with read along. It has been great. He had a laptop but that is too large to be practical. This works perfectly for him.,5
I love that my son loves to read and all so the Kindle is perfect for him. It updates and is very easy to use. I don't like that it's as fragile as it is. My 12 year old has plenty of electronics but the screen has already cracked on this one. I'm not too happy about that.,3
Mucch better than my previous tablet. Runs great and fast. Best decision ever,5
"I have enjoyed this Kindle Fire. Each day, I find something new to explore and I'm thrilled I purchased it.",5
Great non cheap looking tablet at a bargain compared to other brands.,4
I have been so impressed and my kids love it as well.,5
"Great little tablet, but I was disappointed it did not wake/sleep with productive cases.",4
I purchased Kids edition for a gift and got this one for myself. The price was great. This is my third Kindle.,4
I wanted a simple tablet to be able to download ebooks from my local library and get some more reading done. This definitely fits the bill! It's portable and slim and I can take it anywhere. Would definitely recommend!,5
Excellent for minor task. Excellent for Video watching.,5
"This is one great tablet. I download books from my local library and read them on the go. I love the WiFi and everything about this tablet. I only paid $49 for it, but it is awesome!",5
I got this tablet for a 5 year old. It has been serving its purpose. I am please.,5
If You Want a Regular Tablet With a Low Price Get This Especially if you have a Amazon Account Camera not that Great and Screen kind of low But For $49 Good Price i Like It,4
It's not the biggest or fastest but for the price it is perfect! It's a great little device that works well.,5
I purchased this kindle to replace one I had for several years. So far it has preformed great. Easy to use and holds a charge well.,5
Nice inexpensive tablet for my grandson to learn on and play games.,4
Wonderful tab. Great for beginners or advanced users. I sugg st a memory chip,5
great tablet. it's great for playing games and reading.,5
easy to use very portable. I now have 2 fire tablets the 7 and an 8.8. the new 7 is so much faster.,5
Amazing for the price. Exactly what I needed and perfect for trips.,5
Great low priced tablet. Got it on sale and it does exactly what I need it too.,5
Bought 2 of these as Christmas gifts. Does everything it needs to do.,5
"All I can say, as soon as I opened this tablet it never ever turned on, I was so upset as I've followed the troubleshooting steps from other users online and still it never worked, I fully charged the tablet and tried again and still it never turned on. I had a very hard time at the best buy returning this item; had to spend an hour and explained the situation to them; they never believed me this item came to be defective; after storming out and after a while; they have decided to accept the return and gave me credit for it.I would never buy an Amazon product ever again. piece of junk, bad quality product.Thanks,",1
I bought this gor my daughter she enjoyed that she was able to stream her videos and also do her school work.,4
Best bang for your buck for a tablet for a kid to start off with,5
Has all kinds of games and apps for kids. Very fast.,4
"Great price for the fire, my other fire stopped working after 4 years, I logged into amazon, and it updated the new one with all my apps",5
"Nice little tablet, no frills involved. Small, lightweight with a decent battery life. Easy to root and replace the software with Android",4
The tablet seems to be working well so far. It is easy to use. Has a good volume sound.,5
It is a very good buy at this price. Easy to carry,5
"All members of the family can use it, children and also seniors",5
I got a great deal on this tablet after Thanksgiving. It is for a friend that's not to tech savvy. She will use it to watch movies and read books. It already has all of the apps on it that she will use.,4
I downloaded dozens of books and stream movies and tv with no problem in a wi-fi setting. The battery life is not too great. I can stream for about 3 hours and need a recharge but it's great for the price.,4
Good tablet for reading books you love... still need to get used to it since all I have used in the past are apple products .,3
Tablet compares to my Samsung tablet that I paid over $250 for.,5
I bought it for my husband as a birthday gift. It's perfect for his movies.,5
The Kindle Fire is FABULOUS! I have kids ages 4 to 16 that utilize these devices every day so they get lots of use and wear and tear. We haven't had any problems and Amazon customer service is top notch.,5
I purchased this for my granddaughter to read books and it was perfect.,5
"Good purchase, suits our needs at a reasonable price.",5
Me and my husband love them ..we bought 2 for our kids and they love them so easy to use .... and the kids profile is great the tangerine is a great bright color too,5
Me and my husband love them ..we bought 2 for our kids and they love them so easy to use .... and the kids profile is great,5
Got this on sale during Black Friday. Great little tablet for the price. It isn't fast but gets the job done.,3
"Bought for my nephew for Christmas. I'm sure he will enjoying watching movies, reading books, and listening to music.",5
"Hi my name is Stephanie and I teach grades K-8 as a resource room instructor. I help to improve upon my students' reading and math learning goals and skills, and this tablet is great. I recently signed up for a trial membership with IXL, a skill-based website for kids. My students are able to work on their individual skills on this tablet in my classroom, and having it is a good resource. For $50, it is affordable and a great resource to have. Thank you, from Stephanie",5
You can absolutely not beat a Kindle fire. Unless you are my 7 year old son. Haha. But seriously at the price and the beatings they take they are worth it every time and with the cloud storage I don't even mind having to replace it every year.,4
"I got this to test it out to see if it would be good for my nieces' and nephews' Christmas gifts. Got to say, impressed. I went ahead and purchaed several more. I mean, it is not a Nexus 7 or Galaxy Tab, but for the price point, you really can't beat it. The expandability is also impressive, too",4
"table is great, works good have had no problems with it and would recommend to a friend",4
I got it for my kids and they love it they are always playing with it,4
"like it a lil slow on boot , needs more freed space for other apps if i knew would have gotten 16gb",4
"This is a great tablet for my elderly mom. Compact, but easily readable.",5
Bought this for my godmother. She loves it to pieces.,5
Bought this for my five year old and she loves it.,5
This is the fourth one I have bought. I love them. So easy to read books or go online.,4
This is a cool tablet for entry model. has everything you need to get going. Its a little difficult for a child but they can catch on quick.,4
Bought the Fire for my son. Excellent product for the price.,5
The Tablet works great for the price it cannot be beat. For those concerned about the limiting of apps to Amazon Marketplace there is a downloadable hack that will install Google Apps. Just look it up on Youtube and you are all set.,5
Purchased during Black Friday sale 2016 as an impulse buy. Great little tablet and great value!,4
"I bought for my wife cause she couldnt see apps on her phone. This works great, now if i could just keep her from shopping",5
Works well. Very bright and easy to read. Can watch Amazon prime with ease. Excellent choice for an additional way to access technology.,5
Great value. Easy to set up. Light weight nd very portable. Will provide hours of entertainment for my child.,4
I bought this as a gift for my wife for college and she practically lives on it and even does her homework on it! She said that it saved her when her laptop died and needed to be able to complete her school work .... if she's happy I'm happy.,5
"Purchased for my father, 84 years old! Easy to use!",5
I love my tablet I can complaint about it that's the best deal for the year,5
Nice for my daughter good product reliable easy Carrington convenient,5
This is a great device being utilized by my 5 year old for interactive learning activities. Don't have anything wrong to say about this. This is a great buy.,4
"I love this fire tablet. I can do anything on it, and my 5 year old loves playing games on it too.",5
"It's nice for the price, nice gift for kids and grandparents",3
"I ended up buying this tablet for my grandpa for Christmas , I started setting it up for him and found out I loved it. So I bought myself one, my grandma one, and we adopted 6 kids for Christmas this year and bought them all one. It's easy to use and great for all ages. I also love that they use the Apple Store so I can get my favorite apps and games on it. This is by far the best tablet you will ever get for less than $50. And it now comes in fun colors!",5
"I bought each of my grandchildren 9-7 and it is easy and durable for them. Just don't like that we can't use Google on it. Other than that, they/I love them.",4
I bought this for my grandson n a adult friend n they both enjoyed it. Great buy.,4
"It is not the greatest tablet I've used, but it is by far the best value for the money.",4
Easy to use and great clear image. Only use it as a digital book/magazine. Don't use camera.,5
Great for reading and for browsing on the web. Perfect size!,5
Very easy for our children to use and enjoy for road trips.,4
You get what you p ay for and more for this tablet. I would only go with a kindle or an ipad and who wants to pay 4-6 times as much when kids are hard on things.,5
Good tablet for the price. Works as well as a more expensive model.,4
what i read about it looked like a great gift for my grnaddaughter,4
I like this Fire...First time...love the books and apps,5
It was a Xmas girt for my granddaughter but read on it's abilities,4
"Easy to operate, a child can use it, mean apps. The camera and chat an Time are a very good feature. Amazon make it easy to use.",5
"This is my first tablet and I think it is wonderful. I can do so much on it and I use it everywhere I go. It's the perfect size for me because it fits in my lunch bag and my apron pocket at work. I can do all the same things on it as I do on my laptop computer except edit spreadsheets and text docs. However, I can view them on the tablet.",5
"User friendly, affordable, nice features, good battery life",4
Tab is good and fit for my req and battery life is also gpod,5
This was for my grandson and he loved it especially because of alexis app,4
"Very disappointed that in order to get to my books, I have to get through ads. Didn't have this on my first Kindle Fire.",2
I bought the tablet as a gift for a friend's daughter in another country and they just luv it. She is the talk of her province because of the usefulness and learning games that came with the tablet.,4
My 10 year old loves this tablet and I loved the price. Very easy to use with my Amazon account.,5
This was a great purchase i do not regret buying it my son enjoys playing with it alot!,5
For the amount of money it is actually a good tablet.,5
Love it! It's an awesome item and my mom loves it! She wanted this and is not computer savvy so she is more familiar with it since my daughter had one,5
Haven't personally used this tablet but my niece likes it.,4
"Good for the price, but that's not it! The interface is clean as ipad and but there is limitation in app stores. Initially I tried to use this Fire tablet to cast videos to my TV which has the Chromecast embedded. I have not figured out how I can do it. Beautiful display, easy transition from my paperwhite, connected easily to my wifi. I haven't done much yet except read books. It looks so pretty! TANGERINE is so pretty! Good Price as well!",5
It is not an out of the world product but for the price point it is what it is said to be . It does what it advertises nothing more or lessA little slower compared to Samsung Tabs or Ipads but again less then$35 on blackfriday cant complain,5
"I wanted an inexpensive tablet for muy son, but still wanted good quality.....it doesn't exist....it does exist this 50 dollar tablet is perfect for him to surf the Web and play his game, my son has it since a year ago go and no problems, so I got one for my nephew.",5
I bought this tablet for my 9 yrs son. He loves it. It'd the perfect size for him.,4
"If you are looking for big banks for your bucks with an Android tablet, you can rarely go wrong with the Amazon Fire tablet. And if you are invested in the Amazon ecosystem, you definitely should have this tablet.",5
"We bought this tablet for our 3yr old niece. She loves being on netflix & youtube and this does the trick!. We also bought one for our 9yr old niece and she loves to read & browse, she loved it. ! You can't beat the price, so far so good.",4
"We got this as a gift for a child. For a first tablet, it's great! Even for an adult it would work wonderfully.",5
"I was able to nab this tablet for 40 bucks on sale and it's a great vacation tablet. There is a lot less pressure in losing this tablet and it fills all my basic needs of accessing Facebook, reading books, accessing internet and playing the occasional game. It's also the perfect tablet for the kids after purchasing a good case for it. 40 dollar tablet and they lose it? Drop in the bucket compared to losing/breaking a 300 dollar iPad.",4
Great gift however I wish it was 16G. It was way the angel tree child wanted so thats what she got. Works great and screen is clear.,4
Great gift for a family member to be able to keep in touch...,4
My sons nook battery was going out this cost less than just replacing the battery and is highly recommended by family members,4
"I purchased this for my fiancé. She reads books with it,surfs the web, and watches Netflix on it. Very easy set up and easy to use. It also comes in different colors.",5
Nice entry level tablet for minor Web browsing and applications. More bloat ware than I need.,4
These are better for kids instead of those fancy and costly kid tablets if you set these up with right content they need. Resolution is not great though. You get what you pay for.,4
Nice tablet with all the basic features needed for the daily use.,5
I purchased this for a family member for Christmas. I've owned this tablet and it's great.,5
"A gift for my teenage son, who never puts it down. Best gift he ever received.",5
Great tablet for kids of any age. It's cheap and user friendly. You can even set controls so there is an age timer as well. It's perfect!,5
"This is the perfect product for listening to internet radio at the gym without having to buy a smart phone and an expensive data plan. I selected the gym's wireless signal, downloaded the Sirius/XM app, put in my earphones (purchased separately), and began listening. Since this item was part of a Black Friday sale, my total cost was well under $50. It's small enough to carry with me, and the screen is easy to read.",5
Easy To Use · Long Battery Life · Quality Build · Quality Display,5
"Great tablet! Perfect size. I bought this on Black Friday, couldn't beat the price!",5
I've purchased a number of these for my grandkids and other family members! They are easy to navigate and have great speed!,5
"I bought the Amazon Fire with realistic expectations. I have an iPhone SE (outstanding phone), so the intention was to be able to play some free games, view Facebook/etc on a slightly larger screen, some light web browsing, and maybe read an electronic book here and there. It has served this purpose with excellence so far. Not the fastest tablet you'll ever find I'm sure, but no slowpoke either. And I would venture to say you will be hard-pressed to find a better value for any piece of electronics at $50. Highly recommended.",5
"This tablet is excellent when you are an on-the-go person. You not only have the ability to access the internet, but you have the ability to read a good book as well. You will not have to lug a big book with you if you’re out and about. I have never had a tablet where books can be downloaded onto it (and it’s free). I am one satisfied customer!",5
love this tablet it was a great gift and it worked nice,4
the tablet was a great gift and my kids loved it best buy online is great,4
This is the best value for bucks tablet out there in market and that too with awesome Amazon brand value.,4
Easy set up great screen over time battery loses charge fast over all good tablet,4
"This Kindle Fire is a good deal at $49.99. I basically use it for Amazon purposes only, I have Prime so I stream music on it while I am in the kitchen cooking, I use it for recipes as well and, of course, to order from Amazon!",4
"Got this for my mother in law and it's awesome. She loves facebook, browsing the wed. It's the perfect size for carrying around in your purse. Love it!",5
"I thought these were gonna be cheapies and not be used, but apparently the kids use the heck out of it. So gonna give as gifts again.",5
My 6 year old loves it easy to use has lots of apps,4
"Love it. never an issue, just like a computer but so much smaller and convenient.",5
I purchased this table for my 75 year old mom and she was able to navigate with little assistance.,4
"Is very easy to operate, bought as an extra for when Grandchildren visit because I love to use mine to read and couldn't if they wanted to play with my reader !",4
"This is a great little tablet for under $50. It's good for surfing websites, social media, watching videos and checking emails. I prefer to use a laptop for more complex tasks. It came with Web Root which was easy to download for virus protection.",4
I got this strictly for the eReader capability and since I have Amazon Prime it's great for getting lots of ebooks at great prices. It's lightweight and easy to use.,4
Great tablet but after about a year it starts acting up and you cannot get help from Amazon to fix it.,3
"If you have an Amazon Prime account, you should have a fire tablet. It is so easy to have Kindle books, Amazon music and videos at your finger tips. This is $34 or however much I paid well spent. Now, what I don't like about the tablet is the operating system; it is limiting. Bottomline is if you need to do something other than use the Amazon suite of features you will need another tablet. However, I have no problem with using this specifically for the Amazon stuff and for managing my echo dot.",4
Love it for the price paid. Perfect holiday gift for kids and adults.,4
Perfect tablet for kids. Easy to use and a great size,4
"Smaller than I thought and processing speed is not very good. With that said, for the price you can't beat it...",3
Picked it up on the Black Friday sale it was a great deal,5
Got it for my kids to use instead of my iPads :P they like it and I also got one for myself to stick in my pocket when heading out the door so that I don't have to take my iPad/s with me :],4
Bought to keep the kiddo entertained. Works perfect. Tons of free games.,5
What a Buy at sale price..Keyboard functions smoothly. Commands transfer without jitters.,5
It's a great table for adults or children!! I do recommend purchasing this item!,5
Very good experience okay at the Niles Ohio location. Great price for children 6 to 11 that aren't real responsible. Did not buy warranty on the tablets priced a little high for something that was as priced as low as they were.,3
Great for checking my emails and watching Netflix.,4
"I have been using this item before and it was great I love it and I did recommend it to my friends. I love the quality, the camera and the items that the device have.",5
Good item..quality color and visual..Would buy another,5
This tablet is easy to use especially for parents who are not really good in using gadgets,5
It's so easy to use and the price is very affordable.,4
"The tablet is a lot smaller than my old one, but it provides me with a lot more features, memory capacity, and lets me do things I wasn't able to do with my old kindle.",5
Was very pleased with this product. Glad it worked out and provides flexibility for use.,4
This was the 4th one I purchased and I love them. My grandkids play on them for hours and I get to choose what games they can play.,5
"This tablet is great! Unfortunately got a defective one at first, but Best Buy was happy to exchange it for us and had no problem doing it! I'm sure it was only defective due to the hundreds of people who were there on black friday shopping! Works great! Very satisfied!",5
This is a very affordable tablet for a kid just bought a case online. And it's perfect for taking it around.,4
My daughter will be able to use that tablet for prime video .,5
this is my third or fourth one liked it so much got one for each of my grandchildren easy to use small enough for mom to carry in her purse or tuck away in the back seat pocket of the car and very durable,5
Enjoying my items with members of my family and friends,5
I had hardly any computer experience and I love my tablet and would recommend one for everyone.,5
I got this for my little sister. It is simple and easy for her to use.,5
This product was a good price. It lets me read the books I want as well as access the internet. Overall a good purchase.,4
It works good.my daughter uses it to read on and play games.,5
"I bought this for a friend, Kim does are easy to learn on.",5
"I got this tablet for my godson who loves videos, didn't want to spend to much and this was the perfect tablet for the price $33, great product great price.",5
My son loves this thing hasn't put it down yet keeps him entertained,5
"Handles good, just the right size, appearance is great",5
Good as a reader. Decent tablet for price. After a few months battery drains quickly.,3
What a good gift for granddaughters. Price was great,4
Love my FireTablet !! A must have if you have Amazon Prime.,5
A friend told me about this product and it was a great deal!,5
A friend told me about this item and it's a great deal !!,5
"Great tablet for kids since it's price friendly, and it has an option for child users.",4
It's very convenient for readers and online use! It works quickly and is great,5
"Great buy, great update. My new go to tablet, could ask for more.",5
"I purchased this item for my children, 7 and 11 it has been a good durable easy to use set up and use item.",4
This was for a 3 year old and is easy enough for her to use good price too,4
Works great and fast. Just the right size for my work needs. Great Apps available.,4
"I have purchased a fire tab before for my wife. I would say it was the best consideration for a tablet. It lasted for a good time and I was really apprehensive from getting her one. It is durable in use, just don't go dropping it on cement. The only reason I gave a 4 star is because I haven't used it yet.",4
"I got this stuff for myself to watch Netflix, YouTube",2
"If you know of someone that would like to view videos or play smaller games, then this is a great product for them. This is more like an entry level tablet.",4
"Brought it for my toddler for xmas, so hopefully it works great.",4
Great size fast . For the price you can't go wrong,4
Bought this for my niece as her first tablet. She was so excited!!,5
This is the second Fire I've owned and have found them to be a good reliable tablet.,5
This a great tablet for kids ...my twins had them last year but one of them broke because my daughter dropped it...so she is requesting another one for Christmas ...it serves its purpose for the price,4
Was purchased for a child. Works well and provides basic functions that were needed,5
This is a really good tablet for young kids to play on.,5
i use it for reading books and news it has a great screen,4
Was looking for something decent and inexpensive for my niece. Got this for Black Friday and so far it's been great. Internal memory doesn't worry me because it will mostly be used for streaming apps like Youtube and Netflix. I wish the UI would be better but overall the tablet is good enough for what i bought it for.,5
Very affordable and user friendly! It has a microSD card slot expandable up to 128GB.,5
Got 3 on Black Friday for as gifts. My parents loved it and they manage to set it up by themselves so it's definetly user friendly,4
"I bought this as a gift for my mother, she's not very tech savvy but she's able to easily navigate this tablet. She loves it and the price was great for the product.",5
Great device. Works well. Very handy. Got it as a gift for my father. Own one as well.,5
Great little tablet to travel with even for non-tablet types like myself. It can lag at times depending on what you are doing but great for the $33 I gave for it during the Thanksgiving sales,4
Excellent value for money. Would recommend this to a friend.,5
mainly use it for watching Netflix. Love it. It streams great. I also use it for emails.,5
I needed a tablet which I can use without worrying about damaging it. This is perfect for that purpose.,5
This is the best tablet to get for the amount of money you will spend. It has everything you need. Maybe not the best camera but I phone for that.,5
I bought 5 last year and 2 more this year for gifts. They are simple to use and the youngest can even do it himself (5YO). Get the Kindle free time for the kids. You can set the amount of time they can play games and then they can only read books. Great for the whole family!,5
Great tablet! Nice interface an button location. Will but again,5
This is the most incredible tablet for the price. I recommend to anyone who wants a dependable tablet and doesn't want to spend a fortune.,5
